Company,Date,Title
RIO,11/08/2023,"""Agreements reached on trans-Guinean infrastructure in milestone for Simandou iron ore project"""
RIO,10/08/2023,"""Rio Tinto to build solar plant to power Diavik diamond mine in Canada"""
RIO,10/08/2023,"""UPDATE 1-Rio Tinto to build solar plant to power Diavik diamond mine in Canada"""
RIO,10/08/2023,"""Rio Tinto to build the largest solar power plant in Canada’s North"""
RIO,09/08/2023,"""Rio Tinto and H2 Green Steel partner to accelerate the green steel transition"""
RIO,09/08/2023,"""3 Massively Undervalued Blue-Chip Stocks for High Total Returns"""
RIO,05/08/2023,"""3 Dividend Stocks Worth Their Weight in Gold"""
RIO,04/08/2023,"""Rio Tinto releases interactive map of tailings facilities in alignment with GISTM requirements"""
RIO,04/08/2023,"""RPT-COLUMN-Rio Tinto counts the cost of producing green aluminium: Andy Home"""
RIO,03/08/2023,"""COLUMN-Rio Tinto counts the cost of producing green aluminium: Andy Home"""
RIO,02/08/2023,"""WRAPUP 1-Major global firms warn of slow China sales as post-pandemic surge fades"""
RMD,25/08/2023,"""3 Growth Stocks That Can Soar 50%, According to Wall Street"""
RMD,22/08/2023,"""Here's Why Investors Should Retain ResMed (RMD) Stock for Now"""
RMD,21/08/2023,"""Buy the Drop: 3 Stocks to Snag After This Month’s 20% Tumble"""
RMD,21/08/2023,"""ResMed Inc: A Deep Dive into Its Financial Metrics and Competitive Strengths"""
RMD,15/08/2023,"""Is ResMed (RMD) Significantly Undervalued? A Comprehensive Valuation Analysis"""
RMD,15/08/2023,"""2 Stocks That Could Grow Your Portfolio Over the Next Decade"""
RMD,11/08/2023,"""Is It Smart To Buy ResMed Inc. (NYSE:RMD) Before It Goes Ex-Dividend?"""
RMD,08/08/2023,"""Is ResMed Inc (RMD) Significantly Undervalued?"""
RMD,07/08/2023,"""ResMed Inc: A High-Performing Stock with a GF Score of 98"""
RMD,07/08/2023,"""ResMed (RMD): A Significantly Undervalued Gem in the Medical Devices Industry?"""
RMD,06/08/2023,"""ResMed Inc. (NYSE:RMD) Shares Could Be 31% Above Their Intrinsic Value Estimate"""
RMD,06/08/2023,"""10 Oversold Growth Stocks To Buy"""
RMD,04/08/2023,"""S&P 500 Gains and Losses Today: Stocks Lose Ground as Hiring Slows"""
RMD,04/08/2023,"""ResMed Inc. (NYSE:RMD) Q4 2023 Earnings Call Transcript"""
RMD,04/08/2023,"""ResMed's (RMD) Q4 Earnings Miss, Revenues Beat Estimates"""
RMD,04/08/2023,"""Compared to Estimates, ResMed (RMD) Q4 Earnings: A Look at Key Metrics"""
RMD,03/08/2023,"""ResMed (RMD) Misses Q4 Earnings Estimates"""
RMD,03/08/2023,"""ResMed Inc. Announces Results for the Fourth Quarter of Fiscal Year 2023"""
RMD,02/08/2023,"""Why Earnings Season Could Be Great for ResMed (RMD)"""
RMD,02/08/2023,"""6 big analyst picks: Citi says 'we were wrong' on AMD, calls stock a buy"""
RRL,24/08/2023,"""Regis Resources (ASX:RRL) Is Reinvesting At Lower Rates Of Return"""
RRL,24/07/2023,"""Further weakness as Regis Resources (ASX:RRL) drops 6.2% this week, taking three-year losses to 60%"""
RRL,16/05/2023,"""With 63% ownership, Regis Resources Limited (ASX:RRL) boasts of strong institutional backing"""
RRL,31/03/2023,"""Regis Resources Limited's (ASX:RRL) Intrinsic Value Is Potentially 99% Above Its Share Price"""
RRL,24/02/2023,"""Regis Resources First Half 2023 Earnings: AU$0.04 loss per share (vs AU$0.035 profit in 1H 2022)"""
RRL,14/02/2023,"""Shareholders in Regis Resources (ASX:RRL) are in the red if they invested three years ago"""
RRL,12/01/2023,"""Can Mixed Fundamentals Have A Negative Impact on Regis Resources Limited (ASX:RRL) Current Share Price Momentum?"""
RRL,07/12/2022,"""With 67% ownership of the shares, Regis Resources Limited (ASX:RRL) is heavily dominated by institutional owners"""
RRL,17/11/2022,"""Shareholders May Find It Hard To Justify Increasing Regis Resources Limited's (ASX:RRL) CEO Compensation For Now"""
RRL,17/10/2022,"""Regis Resources (ASX:RRL) May Have Issues Allocating Its Capital"""
RRL,07/09/2022,"""Regis Resources (ASX:RRL) shareholders have endured a 62% loss from investing in the stock three years ago"""
RWC,23/08/2023,"""Reliance Worldwide (ASX:RWC) Is Due To Pay A Dividend Of $0.0775"""
RWC,22/08/2023,"""Reliance Worldwide Full Year 2023 Earnings: Revenues Beat Expectations, EPS In Line"""
RWC,24/07/2023,"""Will Weakness in Reliance Worldwide Corporation Limited's (ASX:RWC) Stock Prove Temporary Given Strong Fundamentals?"""
RWC,10/07/2023,"""There Are Reasons To Feel Uneasy About Reliance Worldwide's (ASX:RWC) Returns On Capital"""
RWC,14/06/2023,"""Reliance Worldwide's (ASX:RWC) earnings growth rate lags the 12% CAGR delivered to shareholders"""
RWC,30/05/2023,"""When Should You Buy Reliance Worldwide Corporation Limited (ASX:RWC)?"""
RWC,15/05/2023,"""With 68% ownership, Reliance Worldwide Corporation Limited (ASX:RWC) boasts of strong institutional backing"""
RWC,01/05/2023,"""Estimating The Fair Value Of Reliance Worldwide Corporation Limited (ASX:RWC)"""
RWC,13/04/2023,"""As Reliance Worldwide Corporation Limited (ASX:RWC) gains 4.8%, insiders who bought last year may be wishing they had bet higher"""
RWC,14/02/2023,"""Are Strong Financial Prospects The Force That Is Driving The Momentum In Reliance Worldwide Corporation Limited's ASX:RWC) Stock?"""
RWC,31/01/2023,"""Reliance Worldwide (ASX:RWC) Could Be Struggling To Allocate Capital"""
RWC,05/01/2023,"""Reliance Worldwide's (ASX:RWC) earnings have declined over year, contributing to shareholders 50% loss"""
RWC,21/12/2022,"""What Does Reliance Worldwide Corporation Limited's (ASX:RWC) Share Price Indicate?"""
RWC,06/12/2022,"""With 68% ownership of the shares, Reliance Worldwide Corporation Limited (ASX:RWC) is heavily dominated by institutional owners"""
RWC,21/11/2022,"""Is There An Opportunity With Reliance Worldwide Corporation Limited's (ASX:RWC) 49% Undervaluation?"""
RWC,04/11/2022,"""Independent Non-Executive Chairman William Crosby Just Bought 21% More Shares In Reliance Worldwide Corporation Limited (ASX:RWC)"""
RWC,21/10/2022,"""Shareholders May Find It Hard To Justify Increasing Reliance Worldwide Corporation Limited's (ASX:RWC) CEO Compensation For Now"""
S32,24/08/2023,"""South32 Full Year 2023 Earnings: Revenues Beat Expectations, EPS Lags"""
S32,24/08/2023,"""Basic Materials Roundup: Market Talk"""
S32,16/08/2023,"""BHP, South32 May Face South Africa Class Action on Lung Disease"""
S32,24/07/2023,"""South32 takes $1.3 billion hit against Hermosa; Q4 output steady"""
S32,14/07/2023,"""A Look At The Intrinsic Value Of South32 Limited (ASX:S32)"""
S32,07/06/2023,"""New Strong Sell Stocks for June 7th"""
S32,15/04/2023,"""South32 Limited's (ASX:S32) Stock Is Going Strong: Is the Market Following Fundamentals?"""
S32,20/03/2023,"""Are Investors Undervaluing Rio Tinto (RIO) Right Now?"""
S32,08/03/2023,"""South32 Ltd. (SOUHY) Upgraded to Strong Buy: Here's What You Should Know"""
S32,06/03/2023,"""Do South32's (ASX:S32) Earnings Warrant Your Attention?"""
S32,03/03/2023,"""Should Value Investors Buy Rio Tinto (RIO) Stock?"""
S32,01/03/2023,"""Is South32 (SOUHY) Outperforming Other Basic Materials Stocks This Year?"""
S32,18/02/2023,"""South32 Limited Recorded A 8.5% Miss On Revenue: Analysts Are Revisiting Their Models"""
S32,13/02/2023,"""Are Basic Materials Stocks Lagging  South32 (SOUHY) This Year?"""
S32,04/02/2023,"""Calculating The Fair Value Of South32 Limited (ASX:S32)"""
S32,25/01/2023,"""Are Basic Materials Stocks Lagging  BASF (BASFY) This Year?"""
S32,23/01/2023,"""South32 sees shipping delays tying up cash in inventory"""
S32,11/01/2023,"""individual investors who own 56% along with institutions invested in South32 Limited (ASX:S32) saw increase in their holdings value last week"""
S32,27/12/2022,"""Are Investors Undervaluing U.S. Silica Holdings (SLCA) Right Now?"""
S32,24/12/2022,"""Investing in South32 (ASX:S32) three years ago would have delivered you a 70% gain"""
SCG,27/02/2023,"""Scentre Group's (ASX:SCG) Stock's Been Going Strong: Could Weak Financials Mean The Market Will Correct Its Share Price?"""
SCG,06/02/2023,"""A Scentre Group (ASX:SCG) insider increased their holdings last year"""
SCG,05/12/2022,"""Scentre Group (ASX:SCG) is a favorite amongst institutional investors who own 59%"""
SCG,21/10/2022,"""7 Penny Stocks That Have That ‘Get Rich’ Potential"""
SCG,17/10/2022,"""Shareholders in Scentre Group (ASX:SCG) are in the red if they invested five years ago"""
SCP,No data for this company,"""No data for this company"""
SDF,18/08/2023,"""Steadfast Group's (ASX:SDF) Shareholders Will Receive A Bigger Dividend Than Last Year"""
SDF,17/08/2023,"""Steadfast Group Full Year 2023 Earnings: EPS: AU$0.18 (vs AU$0.18 in FY 2022)"""
SDF,16/04/2023,"""Investing in Steadfast Group (ASX:SDF) five years ago would have delivered you a 161% gain"""
SDF,27/03/2023,"""Owning 45% shares,institutional owners seem interested in Steadfast Group Limited (ASX:SDF),"""
SDF,23/02/2023,"""Steadfast Group (ASX:SDF) Is Paying Out A Larger Dividend Than Last Year"""
SDF,10/01/2023,"""Are Strong Financial Prospects The Force That Is Driving The Momentum In Steadfast Group Limited's ASX:SDF) Stock?"""
SDF,09/11/2022,"""The Co-Founder of Steadfast Group Limited (ASX:SDF), Robert Kelly, Just Bought 18% More Shares"""
SDF,06/11/2022,"""Those who invested in Steadfast Group (ASX:SDF) five years ago are up 107%"""
SDF,17/10/2022,"""Steadfast Group Limited's (ASX:SDF) largest shareholders are individual investors with 46% ownership, institutions own 40%"""
SEK,31/08/2023,"""SEEK (ASX:SEK) Has Announced That It Will Be Increasing Its Dividend To A$0.23"""
SEK,17/08/2023,"""SEEK (ASX:SEK) Is Increasing Its Dividend To A$0.23"""
SEK,19/07/2023,"""Is SEEK Limited (ASX:SEK) Potentially Undervalued?"""
SEK,05/06/2023,"""Are SEEK Limited's (ASX:SEK) Mixed Financials Driving The Negative Sentiment?"""
SEK,10/05/2023,"""SEEK (ASX:SEK) Might Be Having Difficulty Using Its Capital Effectively"""
SEK,25/04/2023,"""The total return for SEEK (ASX:SEK) investors has risen faster than earnings growth over the last three years"""
SEK,05/04/2023,"""SEEK Limited: Revenue Guidance Cut, Long-Term Growth Exciting"""
SEK,31/03/2023,"""While institutions invested in SEEK Limited (ASX:SEK) benefited from last week's 3.7% gain, individual investors stood to gain the most"""
SEK,17/03/2023,"""Don't Buy SEEK Limited (ASX:SEK) For Its Next Dividend Without Doing These Checks"""
SEK,10/03/2023,"""Does This Valuation Of SEEK Limited (ASX:SEK) Imply Investors Are Overpaying?"""
SEK,23/02/2023,"""SEEK (ASX:SEK) Will Pay A Larger Dividend Than Last Year At A$0.24"""
SEK,09/02/2023,"""Is Now An Opportune Moment To Examine SEEK Limited (ASX:SEK)?"""
SEK,16/01/2023,"""If EPS Growth Is Important To You, SEEK (ASX:SEK) Presents An Opportunity"""
SEK,26/12/2022,"""SEEK Limited (ASX:SEK) Has Fared Decently But Fundamentals Look Uncertain: What Lies Ahead For The Stock?"""
SEK,16/11/2022,"""Positive earnings growth hasn't been enough to get SEEK (ASX:SEK) shareholders a favorable return over the last year"""
SEK,31/10/2022,"""Insiders purchases in SEEK Limited (ASX:SEK) last year yet to pay off, remain down AU$32k despite recent gains"""
SEK,17/10/2022,"""Individual investors account for 52% of SEEK Limited's (ASX:SEK) ownership, while institutions account for 43%"""
SEK,17/09/2022,"""Calculating The Intrinsic Value Of SEEK Limited (ASX:SEK)"""
SEK,01/09/2022,"""At AU$20.37, Is SEEK Limited (ASX:SEK) Worth Looking At Closely?"""
SGM,15/08/2023,"""Sims Limited Announces the Appointment of Kathy Hirschfeld to the Board of Directors"""
SGM,18/07/2023,"""Sims Limited Debuts on the FTSE4Good Index Series"""
SGM,01/06/2023,"""Sims Limited Launches Second RAP during National Reconciliation Week 2023"""
SGM,27/05/2023,"""Sims Limited Achieves Climate Leaders Asia-Pacific 2023 Recognition"""
SGM,13/04/2023,"""Sims (ASX:SGM) shareholder returns have been splendid, earning 162% in 3 years"""
SGM,25/01/2023,"""Here's Why We Think Sims (ASX:SGM) Might Deserve Your Attention Today"""
SGM,18/01/2023,"""Sims Limited Ranked 14th on Corporate Knights Global 100 List of the World's Most Sustainable Companies"""
SGM,13/01/2023,"""Sims Limited Announces Retirement of Heather Ridout from Board of Directors"""
SGM,22/12/2022,"""Sims Limited Named to the 2022 Dow Jones Sustainability Index"""
SGM,18/12/2022,"""Sims Limited Sells Surplus Land for $31.5M"""
SGM,14/12/2022,"""Sims Limited Recognised by CDP as a Leader in Addressing Climate Change"""
SGM,09/12/2022,"""Sims Limited Named One of America's Most Responsible Companies by Newsweek"""
SGM,05/12/2022,"""Sims Limited Pledges to Achieve Gender Balance in Executive Leadership by 2030"""
SGM,30/11/2022,"""Sims Limited Signs Global Agreement on Climate Policy Engagement"""
SGM,08/11/2022,"""Sims Limited Releases 2022 Sustainability Reporting Suite"""
SGM,22/09/2022,"""Sims Limited Earns 2022 Brainier Customer Excellence Award"""
SGM,01/09/2022,"""Sims Limited Appoints Philip Bainbridge to Board of Directors"""
SGP,02/07/2023,"""Stockland's (ASX:SGP) Stock Has Shown Weakness Lately But Financial Prospects Look Decent: Is The Market Wrong?"""
SGP,07/05/2023,"""Investors in Stockland (ASX:SGP) have seen notable returns of 98% over the past three years"""
SGP,16/04/2023,"""Bullish insiders bet AU$1.2m on Stockland (ASX:SGP)"""
SGP,27/03/2023,"""Stockland (ASX:SGP) is favoured by institutional owners who hold 51% of the company"""
SGP,23/01/2023,"""Stockland's (ASX:SGP) Stock On An Uptrend: Could Fundamentals Be Driving The Momentum?"""
SGP,23/11/2022,"""The past three years for Stockland (ASX:SGP) investors has not been profitable"""
SGP,25/10/2022,"""Trade Alert: The MD, CEO & Director Of Stockland (ASX:SGP), Tarun Gupta, Has Just Spent AU$1.1m Buying 84% More Shares"""
SGP,17/10/2022,"""While institutions own 49% of Stockland (ASX:SGP), individual investors are its largest shareholders with 51% ownership"""
SGP,12/09/2022,"""A Stockland (ASX:SGP) insider increased their holdings last year"""
SGR,30/08/2023,"""Here's What Analysts Are Forecasting For The Star Entertainment Group Limited (ASX:SGR) After Its Full-Year Results"""
SGR,29/08/2023,"""Star Entertainment Group Full Year 2023 Earnings: Misses Expectations"""
SGR,29/08/2023,"""Australia's Star Entertainment swings to annual profit, debt falls"""
SGR,24/07/2023,"""Star Entertainment Group Insiders Added AU$283m Of Stock To Their Holdings"""
SGR,07/07/2023,"""Star Entertainment Group (ASX:SGR investor five-year losses grow to 74% as the stock sheds AU$187m this past week"""
SGR,07/06/2023,"""What Is The Star Entertainment Group Limited's (ASX:SGR) Share Price Doing?"""
SGR,24/05/2023,"""Institutional investors own a significant stake of 42% in The Star Entertainment Group Limited (ASX:SGR)"""
SGR,10/05/2023,"""Star Entertainment Group (ASX:SGR) May Have Issues Allocating Its Capital"""
SGR,18/04/2023,"""Star Entertainment sees weaker earnings, to cut roles amid worsening operations"""
SGR,22/02/2023,"""Star Entertainment raising $545 million after record loss, suspends dividends"""
SGR,22/02/2023,"""Star to raise $544.24 million in equity amid regulatory uncertainties"""
SGR,14/02/2023,"""Star Entertainment shares extend fall on impairment charge warning"""
SGR,12/02/2023,"""Star Entertainment warns of up to $1.1 billion earnings hit, shares plumb record low"""
SGR,19/12/2022,"""Star Entertainment dives on NSW govt's proposal to reform casino tax rates"""
SGR,09/12/2022,"""Queensland fines Star Entertainment $67.9 million, casino licence under lens"""
SGR,29/11/2022,"""Australian regulator begins civil lawsuit against Star Entertainment"""
SGR,06/11/2022,"""Australia's Star Entertainment faces second class action suit over compliance"""
SGR,16/10/2022,"""Australia's Star says regulator-named manager to run Sydney casino"""
SGR,16/10/2022,"""Australia casino firm Star to be fined $62 mln following inquiry-Sydney Morning Herald"""
SGR,27/09/2022,"""Australia's Star Entertainment keen to operate Sydney casino 'under supervision'"""
SHL,24/08/2023,"""Sonic Healthcare (ASX:SHL) Has Announced That It Will Be Increasing Its Dividend To A$0.62"""
SHL,23/07/2023,"""Sonic Healthcare (ASX:SHL) shareholders have earned a 9.2% CAGR over the last five years"""
SHL,06/06/2023,"""Sonic Healthcare Limited (ASX:SHL) most popular amongst individual investors who own 55% of the shares, institutions hold 40%"""
SHL,22/05/2023,"""Sonic Healthcare Limited's (ASX:SHL) Intrinsic Value Is Potentially 38% Above Its Share Price"""
SHL,08/05/2023,"""Are Robust Financials Driving The Recent Rally In Sonic Healthcare Limited's (ASX:SHL) Stock?"""
SHL,09/04/2023,"""We Like These Underlying Return On Capital Trends At Sonic Healthcare (ASX:SHL)"""
SHL,03/03/2023,"""Sonic Healthcare Limited (ASX:SHL) Looks Interesting, And It's About To Pay A Dividend"""
SHL,18/02/2023,"""Sonic Healthcare (ASX:SHL) Will Pay A Larger Dividend Than Last Year At A$0.42"""
SHL,17/02/2023,"""Sonic Healthcare First Half 2023 Earnings: Revenues Miss Expectations"""
SHL,12/02/2023,"""The one-year underlying earnings growth at Sonic Healthcare (ASX:SHL) is promising, but the shareholders are still in the red over that time"""
SHL,27/12/2022,"""Individual investors account for 55% of Sonic Healthcare Limited's (ASX:SHL) ownership, while institutions account for 40%"""
SHL,13/12/2022,"""Estimating The Intrinsic Value Of Sonic Healthcare Limited (ASX:SHL)"""
SHL,07/12/2022,"""10 Best ASX Stocks to Buy Heading into 2023"""
SHL,28/11/2022,"""Could The Market Be Wrong About Sonic Healthcare Limited (ASX:SHL) Given Its Attractive Financial Prospects?"""
SHL,10/11/2022,"""This Is Why We Think Sonic Healthcare Limited's (ASX:SHL) CEO Might Get A Pay Rise Approved By Shareholders"""
SHL,31/10/2022,"""Returns On Capital Are A Standout For Sonic Healthcare (ASX:SHL)"""
SHL,17/10/2022,"""Do Sonic Healthcare's (ASX:SHL) Earnings Warrant Your Attention?"""
SHL,04/09/2022,"""Sonic Healthcare's (ASX:SHL) five-year total shareholder returns outpace the underlying earnings growth"""
SKC,23/08/2023,"""SkyCity Entertainment Group Limited (NZSE:SKC) is largely controlled by institutional shareholders who own 59% of the company"""
SKC,08/08/2023,"""Can Mixed Financials Have A Negative Impact on SkyCity Entertainment Group Limited's 's (NZSE:SKC) Current Price Momentum?"""
SKC,21/07/2023,"""SkyCity Entertainment Group (NZSE:SKC) investors are sitting on a loss of 31% if they invested five years ago"""
SKC,15/05/2023,"""SkyCity Entertainment Group (NZSE:SKC) Will Be Hoping To Turn Its Returns On Capital Around"""
SKC,23/04/2023,"""Is Now An Opportune Moment To Examine SkyCity Entertainment Group Limited (NZSE:SKC)?"""
SKC,05/04/2023,"""SkyCity Entertainment Group Limited's (NZSE:SKC) Intrinsic Value Is Potentially 57% Above Its Share Price"""
SKC,16/03/2023,"""SkyCity Entertainment Group Limited's (NZSE:SKC) latest 5.3% decline adds to one-year losses, institutional investors may consider drastic measures"""
SKC,01/03/2023,"""Is SkyCity Entertainment Group Limited's (NZSE:SKC) Recent Price Movement Underpinned By Its Weak Fundamentals?"""
SKC,15/02/2023,"""SkyCity Entertainment Group First Half 2023 Earnings: EPS: NZ$0.03 (vs NZ$0.045 loss in 1H 2022)"""
SKC,10/02/2023,"""SkyCity Entertainment Group (NZSE:SKC) investors are sitting on a loss of 25% if they invested five years ago"""
SKC,06/12/2022,"""SkyCity Entertainment Group (NZSE:SKC) Is Reinvesting At Lower Rates Of Return"""
SKC,27/10/2022,"""An Intrinsic Calculation For SkyCity Entertainment Group Limited (NZSE:SKC) Suggests It's 48% Undervalued"""
SKC,06/10/2022,"""With 52% ownership, SkyCity Entertainment Group Limited (NZSE:SKC) boasts of strong institutional backing"""
SKC,03/09/2022,"""SkyCity Entertainment Group (NZSE:SKC) investors are sitting on a loss of 23% if they invested three years ago"""
SKI,No data for this company,"""No data for this company"""
SLK,No data for this company,"""No data for this company"""
SNZ,No data for this company,"""No data for this company"""
SOL,07/07/2023,"""Public companies own 26% of Washington H. Soul Pattinson and Company Limited (ASX:SOL) shares but retail investors control 47% of the company"""
SOL,07/06/2023,"""Investors three-year returns in Washington H. Soul Pattinson (ASX:SOL) have not grown faster than the company's underlying earnings growth"""
SOL,14/04/2023,"""Be Sure To Check Out Washington H. Soul Pattinson and Company Limited (ASX:SOL) Before It Goes Ex-Dividend"""
SOL,06/04/2023,"""Has Washington H. Soul Pattinson and Company Limited's (ASX:SOL) Impressive Stock Performance Got Anything to Do With Its Fundamentals?"""
SOL,10/03/2023,"""Bullish insiders bet AU$4.8m on Washington H. Soul Pattinson and Company Limited (ASX:SOL)"""
SOL,28/01/2023,"""Washington H. Soul Pattinson and Company Limited's (ASX:SOL) largest shareholders are individual investors with 48% ownership, public companies own 26%"""
SOL,29/12/2022,"""Washington H. Soul Pattinson's (ASX:SOL) investors will be pleased with their favorable 77% return over the last five years"""
SOL,02/12/2022,"""Here's Why We Think Washington H. Soul Pattinson and Company Limited's (ASX:SOL) CEO Compensation Looks Fair for the time being"""
SOL,16/11/2022,"""Washington H. Soul Pattinson (ASX:SOL) Has Announced That It Will Be Increasing Its Dividend To A$0.58"""
SOL,04/11/2022,"""Washington H. Soul Pattinson and Company Limited (ASX:SOL) Analysts Just Slashed This Year's Revenue Estimates By 14%"""
SOL,26/10/2022,"""Washington H. Soul Pattinson (ASX:SOL) Is Increasing Its Dividend To A$0.58"""
SOL,06/10/2022,"""Washington H. Soul Pattinson (ASX:SOL) Will Pay A Larger Dividend Than Last Year At A$0.58"""
SOL,01/10/2022,"""Robert Millner Is The Chairman of the Board of Washington H. Soul Pattinson and Company Limited (ASX:SOL) And Just Spent AU$2.7m On Shares"""
SOL,21/09/2022,"""Edited Transcript of SOL.AX earnings conference call or presentation 21-Sep-22 3:00am GMT"""
SOL,10/09/2022,"""One Washington H. Soul Pattinson and Company Limited (ASX:SOL) insider upped their stake by 30% in the previous year"""
SPK,21/08/2023,"""Spark New Zealand's (NZSE:SPK) Dividend Will Be Increased To NZ$0.1588"""
SPK,08/06/2023,"""Calculating The Fair Value Of Spark New Zealand Limited (NZSE:SPK)"""
SPK,19/05/2023,"""Returns On Capital Are A Standout For Spark New Zealand (NZSE:SPK)"""
SPK,01/05/2023,"""Institutions own 40% of Spark New Zealand Limited (NZSE:SPK) shares but individual investors control 60% of the company"""
SPK,11/04/2023,"""Do Fundamentals Have Any Role To Play In Driving Spark New Zealand Limited's (NZSE:SPK) Stock Up Recently?"""
SPK,25/03/2023,"""Spark New Zealand's (NZSE:SPK) investors will be pleased with their impressive 104% return over the last five years"""
SPK,11/03/2023,"""Four Days Left To Buy Spark New Zealand Limited (NZSE:SPK) Before The Ex-Dividend Date"""
SPK,22/02/2023,"""Spark New Zealand First Half 2023 Earnings: EPS: NZ$0.45 (vs NZ$0.096 in 1H 2022)"""
SPK,30/12/2022,"""Spark New Zealand Limited's (NZSE:SPK) Intrinsic Value Is Potentially 17% Below Its Share Price"""
SPK,20/11/2022,"""Spark New Zealand (NZSE:SPK) Has More To Do To Multiply In Value Going Forward"""
SPK,28/10/2022,"""Is Spark New Zealand Limited's (NZSE:SPK) 28% ROE Better Than Average?"""
SPK,08/10/2022,"""Spark New Zealand (NZSE:SPK) shareholders have earned a 14% CAGR over the last five years"""
SPK,10/09/2022,"""Why It Might Not Make Sense To Buy Spark New Zealand Limited (NZSE:SPK) For Its Upcoming Dividend"""
SPK,09/09/2022,"""Spark New Zealand (NZSE:SPK) Has Affirmed Its Dividend Of NZ$0.1471"""
STO,25/08/2023,"""Santos First Half 2023 Earnings: EPS Beats Expectations, Revenues Lag"""
STO,24/08/2023,"""Santos Limited (ASX:STO) Interim Results Just Came Out: Here's What Analysts Are Forecasting For This Year"""
STO,28/06/2023,"""Santos Limited's (ASX:STO) market cap dropped AU$850m last week; individual investors who hold 51% were hit as were institutions"""
STO,11/06/2023,"""Here's Why We Think Santos (ASX:STO) Is Well Worth Watching"""
STO,25/05/2023,"""Santos Limited's (ASX:STO) Stock Been Rising: Are Strong Financials Guiding The Market?"""
STO,09/05/2023,"""Santos' (ASX:STO) investors will be pleased with their notable 62% return over the last three years"""
STO,09/03/2023,"""UPDATE 1-Activist investor Snowcap asks Australia's Santos to reduce upstream investments"""
STO,12/01/2023,"""UPDATE 1-Alcoa reverts to gas for fuelling alumina refineries in Western Australia"""
STO,06/12/2022,"""UPDATE 2-Australia in talks to help Papua New Guinea buy $1.1 bln PNG LNG stake"""
STO,26/10/2022,"""Are Strong Financial Prospects The Force That Is Driving The Momentum In Santos Limited's ASX:STO) Stock?"""
STO,05/10/2022,"""Australian court to hear Santos Barossa drilling appeal on Nov 15-16"""
STO,26/09/2022,"""Individual investors who have a significant stake must be disappointed along with institutions after Santos Limited's (ASX:STO) market cap dropped by AU$3.2b"""
STW,No data for this company,"""No data for this company"""
SUL,19/08/2023,"""Super Retail Group (ASX:SUL) Will Pay A Larger Dividend Than Last Year At A$0.69"""
SUL,27/07/2023,"""With EPS Growth And More, Super Retail Group (ASX:SUL) Makes An Interesting Case"""
SUL,19/05/2023,"""Retail investors account for 36% of Super Retail Group Limited's (ASX:SUL) ownership, while institutions account for 32%"""
SUL,28/04/2023,"""At AU$13.51, Is Super Retail Group Limited (ASX:SUL) Worth Looking At Closely?"""
SUL,14/04/2023,"""Investing in Super Retail Group (ASX:SUL) three years ago would have delivered you a 181% gain"""
SUL,31/03/2023,"""Is Super Retail Group Limited's (ASX:SUL) Stock's Recent Performance Being Led By Its Attractive Financial Prospects?"""
SUL,17/03/2023,"""Why You Should Care About Super Retail Group's (ASX:SUL) Strong Returns On Capital"""
SUL,03/03/2023,"""Here's What We Like About Super Retail Group's (ASX:SUL) Upcoming Dividend"""
SUL,17/02/2023,"""Here's Why Super Retail Group (ASX:SUL) Has Caught The Eye Of Investors"""
SUL,17/02/2023,"""Super Retail Group First Half 2023 Earnings: EPS: AU$0.64 (vs AU$0.49 in 1H 2022)"""
SUL,01/02/2023,"""Super Retail Group Limited (ASX:SUL) may have lost AU$100m in value but insiders who invested last year have seen gains of around AU$43k to date"""
SUL,18/01/2023,"""Is There An Opportunity With Super Retail Group Limited's (ASX:SUL) 37% Undervaluation?"""
SUL,10/12/2022,"""Super Retail Group Limited's (ASX:SUL) top owners are individual investors with 35% stake, while32% is held by institutions"""
SUL,01/11/2022,"""Super Retail Group (ASX:SUL) stock performs better than its underlying earnings growth over last five years"""
SUL,17/10/2022,"""Super Retail Group Limited's (ASX:SUL) Stock Has Been Sliding But Fundamentals Look Strong: Is The Market Wrong?"""
SUL,18/09/2022,"""Slowing Rates Of Return At Super Retail Group (ASX:SUL) Leave Little Room For Excitement"""
SUN,15/08/2023,"""Australia's corporate regulator calls for better handling of insurance claims"""
SUN,11/08/2023,"""Suncorp Group (ASX:SUN) Is Increasing Its Dividend To A$0.27"""
SUN,10/08/2023,"""Here's Why We Think Suncorp Group (ASX:SUN) Might Deserve Your Attention Today"""
SUN,04/08/2023,"""Australia Blocks ANZ Group’s $3.2 Billion Suncorp Bank Deal"""
SUN,03/08/2023,"""Australia regulator blocks $3.2 billion ANZ-Suncorp bank deal"""
SUN,03/08/2023,"""Australian competition watchdog rejects ANZ’s $3.2B Suncorp deal"""
SUN,24/07/2023,"""Aussie competition regulator delays decision on ANZ's $3.3 billion Suncorp Bank buy"""
SUN,03/07/2023,"""Australia's Suncorp forecasts rise in FY24 natural hazard costs amid La Niña"""
SUN,07/04/2023,"""Is Suncorp Group Limited's (ASX:SUN) 6.6% ROE Better Than Average?"""
SUN,07/03/2023,"""Investors in Suncorp Group (ASX:SUN) have made a favorable return of 33% over the past year"""
SUN,08/02/2023,"""Suncorp Group First Half 2023 Earnings: EPS: AU$0.44 (vs AU$0.30 in 1H 2022)"""
SUN,29/01/2023,"""UPDATE 3-Insurers hit with thousands of claims as rains soak New Zealand"""
